trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'e': 0.9900498337491681, 'a': 0.5}",25,0,-189.15810684234532,"{0: 11, 1: 2, 2: 9, 3: 1, 4: 2}",0
2,False,"{'e': 0.9801986733067553, 'a': 0.5}",20,0,-32.89408703365386,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
3,False,"{'e': 0.9704455335485082, 'a': 0.5}",20,0,-102.90410334554511,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
4,False,"{'e': 0.9607894391523232, 'a': 0.5}",20,0,-171.26234484104472,"{0: 9, 1: 4, 2: 3, 3: 1, 4: 3}",0
5,False,"{'e': 0.951229424500714, 'a': 0.5}",25,0,-129.48315671656005,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
6,False,"{'e': 0.9417645335842487, 'a': 0.5}",30,0,-127.27551938748213,"{0: 21, 1: 3, 2: 3, 3: 0, 4: 3}",0
7,False,"{'e': 0.9323938199059483, 'a': 0.5}",25,0,-90.84717779933023,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
8,False,"{'e': 0.9231163463866358, 'a': 0.5}",20,3,-123.44618473086997,"{0: 9, 1: 1, 2: 5, 3: 0, 4: 2}",1
9,False,"{'e': 0.9139311852712282, 'a': 0.5}",20,0,-33.24263912872683,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
10,False,"{'e': 0.9048374180359595, 'a': 0.5}",20,0,-131.36548944594628,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
11,False,"{'e': 0.8958341352965282, 'a': 0.5}",20,0,-104.40724160320192,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
12,False,"{'e': 0.8869204367171575, 'a': 0.5}",25,0,-114.14554545327779,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
13,False,"{'e': 0.8780954309205613, 'a': 0.5}",35,0,-101.55493527269746,"{0: 22, 1: 5, 2: 7, 3: 0, 4: 1}",0
14,False,"{'e': 0.8693582353988059, 'a': 0.5}",25,0,-31.48512435408609,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
15,False,"{'e': 0.8607079764250578, 'a': 0.5}",30,0,-111.65931276528458,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
16,False,"{'e': 0.8521437889662113, 'a': 0.5}",30,0,-59.34046809329757,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
17,False,"{'e': 0.8436648165963837, 'a': 0.5}",20,0,-115.66344824291781,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
18,False,"{'e': 0.835270211411272, 'a': 0.5}",30,0,-124.33228779098305,"{0: 21, 1: 5, 2: 1, 3: 0, 4: 3}",0
19,False,"{'e': 0.8269591339433623, 'a': 0.5}",30,22,8.26452650260782,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
20,False,"{'e': 0.8187307530779818, 'a': 0.5}",20,0,-83.73362784046846,"{0: 14, 1: 2, 2: 0, 3: 3, 4: 1}",0
21,False,"{'e': 0.8105842459701871, 'a': 0.5}",20,7,-88.69158651387852,"{0: 5, 1: 2, 2: 5, 3: 0, 4: 1}",1
22,False,"{'e': 0.8025187979624785, 'a': 0.5}",20,5,-105.98893957501767,"{0: 8, 1: 2, 2: 1, 3: 3, 4: 1}",1
23,False,"{'e': 0.794533602503334, 'a': 0.5}",25,0,-8.32614864888887,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
24,False,"{'e': 0.7866278610665535, 'a': 0.5}",25,0,-141.04350499763254,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
25,False,"{'e': 0.7788007830714049, 'a': 0.5}",25,0,-176.42236823442033,"{0: 10, 1: 4, 2: 9, 3: 0, 4: 2}",0
26,False,"{'e': 0.7710515858035663, 'a': 0.5}",25,0,-62.433839001672055,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
27,False,"{'e': 0.7633794943368531, 'a': 0.5}",20,0,-45.66923023527214,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
28,False,"{'e': 0.7557837414557255, 'a': 0.5}",30,7,-160.7885643961328,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 4}",1
29,False,"{'e': 0.7482635675785653, 'a': 0.5}",25,0,-123.70567264947688,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
30,False,"{'e': 0.7408182206817179, 'a': 0.5}",25,0,-94.24964522773583,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
31,False,"{'e': 0.7334469562242892, 'a': 0.5}",20,0,-134.92506528382975,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
32,False,"{'e': 0.7261490370736909, 'a': 0.5}",25,17,-15.904188324410423,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
33,False,"{'e': 0.7189237334319262, 'a': 0.5}",20,0,-22.817063215125106,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
34,False,"{'e': 0.7117703227626097, 'a': 0.5}",25,0,-28.68345500659404,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
35,False,"{'e': 0.7046880897187134, 'a': 0.5}",20,0,-58.5687810054415,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
36,False,"{'e': 0.697676326071031, 'a': 0.5}",20,0,-134.9778533857348,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
37,False,"{'e': 0.6907343306373547, 'a': 0.5}",25,11,-131.8831064558536,"{0: 7, 1: 2, 2: 1, 3: 2, 4: 2}",1
38,False,"{'e': 0.6838614092123558, 'a': 0.5}",30,15,-8.646645862389718,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
39,False,"{'e': 0.6770568744981647, 'a': 0.5}",30,0,-119.29876479925872,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 2}",0
40,False,"{'e': 0.6703200460356393, 'a': 0.5}",20,0,-0.5064339161363982,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
41,False,"{'e': 0.6636502501363194, 'a': 0.5}",20,0,-30.36791642872133,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
42,False,"{'e': 0.6570468198150567, 'a': 0.5}",30,10,-45.91654124084521,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",1
43,False,"{'e': 0.6505090947233165, 'a': 0.5}",25,5,-62.60785939416217,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",1
44,False,"{'e': 0.6440364210831414, 'a': 0.5}",20,0,-68.01728882678098,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
45,False,"{'e': 0.6376281516217733, 'a': 0.5}",20,0,-70.65497530089885,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
46,False,"{'e': 0.631283645506926, 'a': 0.5}",20,7,-72.7936493258152,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 2}",1
47,False,"{'e': 0.6250022682827008, 'a': 0.5}",20,3,-55.08173714377047,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
48,False,"{'e': 0.6187833918061408, 'a': 0.5}",25,0,-74.07820652523151,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
49,False,"{'e': 0.6126263941844161, 'a': 0.5}",20,12,2.3360438500954706,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
50,False,"{'e': 0.6065306597126334, 'a': 0.5}",20,7,-85.9397914499398,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 2}",1
51,False,"{'e': 0.6004955788122659, 'a': 0.5}",20,0,-38.035792852789,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
52,False,"{'e': 0.5945205479701944, 'a': 0.5}",25,0,-77.70701598802937,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
53,False,"{'e': 0.5886049696783552, 'a': 0.5}",20,0,-84.26107466041634,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
54,False,"{'e': 0.5827482523739896, 'a': 0.5}",30,0,-134.94566917799582,"{0: 18, 1: 3, 2: 5, 3: 3, 4: 1}",0
55,False,"{'e': 0.5769498103804866, 'a': 0.5}",25,0,-113.71473527569296,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
56,False,"{'e': 0.5712090638488149, 'a': 0.5}",35,3,-174.77343856306487,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 4}",1
57,False,"{'e': 0.5655254386995371, 'a': 0.5}",20,0,-43.98159884311683,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
58,False,"{'e': 0.559898366565402, 'a': 0.5}",25,0,-81.38231375101695,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
59,False,"{'e': 0.5543272847345071, 'a': 0.5}",20,4,1.2445473502339797,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
60,False,"{'e': 0.5488116360940264, 'a': 0.5}",20,3,-43.90953288293892,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
61,False,"{'e': 0.5433508690744998, 'a': 0.5}",20,10,20.369107464962696,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,False,"{'e': 0.5379444375946745, 'a': 0.5}",20,0,31.882010463558476,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
63,False,"{'e': 0.5325918010068972, 'a': 0.5}",20,0,-23.088099816924938,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
64,False,"{'e': 0.5272924240430485, 'a': 0.5}",20,0,-18.322445953261106,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
65,False,"{'e': 0.522045776761016, 'a': 0.5}",25,10,-73.79431719945659,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 1}",1
66,False,"{'e': 0.5168513344916992, 'a': 0.5}",20,0,-99.75298428089668,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
67,False,"{'e': 0.5117085777865424, 'a': 0.5}",25,15,6.39520141495794,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
68,False,"{'e': 0.5066169923655895, 'a': 0.5}",30,12,-17.52333487728776,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
69,False,"{'e': 0.5015760690660555, 'a': 0.5}",25,15,-5.1695908617961726,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
70,False,"{'e': 0.49658530379140947, 'a': 0.5}",30,8,-76.60225433117739,"{0: 15, 1: 0, 2: 6, 3: 0, 4: 1}",1
71,False,"{'e': 0.4916441974609651, 'a': 0.5}",35,0,-192.95571026776219,"{0: 21, 1: 1, 2: 8, 3: 3, 4: 2}",0
72,False,"{'e': 0.4867522559599717, 'a': 0.5}",25,0,-104.68890042988589,"{0: 19, 1: 0, 2: 2, 3: 2, 4: 2}",1
73,False,"{'e': 0.48190899009020244, 'a': 0.5}",20,0,-31.378764668904715,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
74,False,"{'e': 0.4771139155210344, 'a': 0.5}",20,5,18.125932254982402,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
75,False,"{'e': 0.4723665527410147, 'a': 0.5}",20,0,-124.90292324613297,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
76,False,"{'e': 0.46766642700990924, 'a': 0.5}",25,0,-41.86079479112822,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
77,False,"{'e': 0.46301306831122807, 'a': 0.5}",25,0,-9.030080873923144,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
78,False,"{'e': 0.4584060113052235, 'a': 0.5}",25,8,0.012049708556047367,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
79,False,"{'e': 0.45384479528235583, 'a': 0.5}",25,0,-126.09124379412543,"{0: 16, 1: 3, 2: 2, 3: 2, 4: 2}",0
80,False,"{'e': 0.44932896411722156, 'a': 0.5}",20,0,-74.3075860203296,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
81,False,"{'e': 0.4448580662229411, 'a': 0.5}",20,1,-17.30863848272682,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
82,False,"{'e': 0.44043165450599925, 'a': 0.5}",30,18,-4.018504717729367,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
83,False,"{'e': 0.43604928632153556, 'a': 0.5}",20,0,-96.59093286982906,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
84,False,"{'e': 0.43171052342907973, 'a': 0.5}",20,3,-62.56916312751546,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 1}",1
85,False,"{'e': 0.4274149319487267, 'a': 0.5}",20,8,1.9176216316997958,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
86,False,"{'e': 0.4231620823177488, 'a': 0.5}",20,0,-101.1908025094818,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
87,False,"{'e': 0.418951549247639, 'a': 0.5}",30,18,14.520993327198427,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
88,False,"{'e': 0.4147829116815814, 'a': 0.5}",30,20,2.9761379660981295,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
89,False,"{'e': 0.4106557527523455, 'a': 0.5}",25,0,-69.72069794740594,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
90,False,"{'e': 0.4065696597405991, 'a': 0.5}",30,18,-2.2957624437666118,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
91,False,"{'e': 0.40252422403363597, 'a': 0.5}",25,12,-6.171623589224861,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
92,False,"{'e': 0.39851904108451414, 'a': 0.5}",20,0,-38.31277001862289,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
93,False,"{'e': 0.3945537103716011, 'a': 0.5}",20,0,-36.08998183915269,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
94,False,"{'e': 0.3906278353585211, 'a': 0.5}",20,6,-17.15066602135876,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
95,False,"{'e': 0.3867410234545012, 'a': 0.5}",20,6,-39.2328502088474,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
96,False,"{'e': 0.38289288597511206, 'a': 0.5}",20,12,-8.889574252902335,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
97,False,"{'e': 0.37908303810339883, 'a': 0.5}",20,0,-28.70455736570176,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
98,False,"{'e': 0.37531109885139957, 'a': 0.5}",20,8,-18.70003006223951,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
99,False,"{'e': 0.3715766910220457, 'a': 0.5}",20,6,11.911226123093968,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
100,False,"{'e': 0.36787944117144233, 'a': 0.5}",25,0,-61.991173990220474,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 2}",0
101,False,"{'e': 0.3642189795715233, 'a': 0.5}",20,0,-43.191935009535875,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
102,False,"{'e': 0.3605949401730783, 'a': 0.5}",25,0,-147.3530228420043,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
103,False,"{'e': 0.3570069605691474, 'a': 0.5}",25,13,-27.72639472635794,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
104,False,"{'e': 0.35345468195878016, 'a': 0.5}",20,10,6.342511464619788,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
105,False,"{'e': 0.3499377491111553, 'a': 0.5}",25,6,-6.9878758892114945,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
106,False,"{'e': 0.3464558103300574, 'a': 0.5}",20,0,-28.390526224154584,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
107,False,"{'e': 0.34300851741870664, 'a': 0.5}",20,0,-95.40249147556418,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
108,False,"{'e': 0.3395955256449391, 'a': 0.5}",20,3,-17.30801575256902,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
109,False,"{'e': 0.33621649370673334, 'a': 0.5}",30,16,-50.7976372942756,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
110,False,"{'e': 0.33287108369807955, 'a': 0.5}",20,7,-17.277539759511214,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
111,False,"{'e': 0.32955896107518906, 'a': 0.5}",30,0,21.00916211261324,"{0: 26, 1: 3, 2: 1, 3: 0, 4: 0}",0
112,False,"{'e': 0.32627979462303947, 'a': 0.5}",25,0,28.87204543957985,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
113,False,"{'e': 0.3230332564222529, 'a': 0.5}",20,0,-31.420956604687518,"{0: 16, 1: 1, 2: 0, 3: 3, 4: 0}",0
114,False,"{'e': 0.31981902181630384, 'a': 0.5}",20,3,3.4222187094429772,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
115,False,"{'e': 0.31663676937905316, 'a': 0.5}",25,10,9.406595475295157,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
116,False,"{'e': 0.3134861808826053, 'a': 0.5}",25,0,1.2059378277978539,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
117,False,"{'e': 0.31036694126548503, 'a': 0.5}",20,10,7.393905971866792,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
118,False,"{'e': 0.30727873860113125, 'a': 0.5}",20,0,7.961691361070331,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
119,False,"{'e': 0.3042212640667041, 'a': 0.5}",20,0,13.284683546272866,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
120,False,"{'e': 0.30119421191220214, 'a': 0.5}",25,15,4.197446554289209,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
121,False,"{'e': 0.2981972794298874, 'a': 0.5}",20,1,12.167257293167197,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
122,False,"{'e': 0.2952301669240142, 'a': 0.5}",25,8,2.794629658772008,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
123,False,"{'e': 0.2922925776808594, 'a': 0.5}",30,7,-25.51250184372922,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 1}",1
124,False,"{'e': 0.2893842179390506, 'a': 0.5}",30,12,-75.07024653210094,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 2}",1
125,False,"{'e': 0.2865047968601901, 'a': 0.5}",20,8,6.251593651960041,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
126,False,"{'e': 0.2836540264997704, 'a': 0.5}",20,10,20.606439214693463,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'e': 0.2808316217783798, 'a': 0.5}",25,15,-16.52988110991548,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
128,False,"{'e': 0.27803730045319414, 'a': 0.5}",25,10,21.09575982524807,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
129,False,"{'e': 0.27527078308975234, 'a': 0.5}",20,6,-19.231048793583273,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
130,False,"{'e': 0.2725317930340126, 'a': 0.5}",20,4,16.5420530987728,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
131,False,"{'e': 0.2698200563846868, 'a': 0.5}",20,15,11.373795011533748,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'e': 0.26713530196585034, 'a': 0.5}",25,3,12.774565351847187,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
133,False,"{'e': 0.26447726129982396, 'a': 0.5}",20,16,6.870259837002646,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'e': 0.261845668580326, 'a': 0.5}",20,0,-7.346920306572161,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
135,False,"{'e': 0.2592402606458915, 'a': 0.5}",30,18,22.704024532549155,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'e': 0.2566607769535559, 'a': 0.5}",25,5,36.5525550041259,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'e': 0.25410695955280027, 'a': 0.5}",25,0,6.130015911830806,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
138,False,"{'e': 0.25157855305975646, 'a': 0.5}",35,14,21.772682082768164,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
139,False,"{'e': 0.24907530463166816, 'a': 0.5}",30,8,14.862082700312644,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 0}",1
140,False,"{'e': 0.24659696394160643, 'a': 0.5}",20,15,10.43990875496111,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'e': 0.2441432831534371, 'a': 0.5}",20,9,-45.85691177327111,"{0: 7, 1: 0, 2: 2, 3: 2, 4: 0}",1
142,False,"{'e': 0.24171401689703645, 'a': 0.5}",25,9,-44.06134590686977,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
143,False,"{'e': 0.23930892224375455, 'a': 0.5}",25,0,-37.3686955812605,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 1}",0
144,False,"{'e': 0.23692775868212176, 'a': 0.5}",20,0,-15.377394546966084,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
145,False,"{'e': 0.23457028809379765, 'a': 0.5}",25,15,-33.99325027728369,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
146,False,"{'e': 0.23223627472975883, 'a': 0.5}",30,12,36.959773526482614,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'e': 0.22992548518672384, 'a': 0.5}",20,8,-42.50796141588304,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
148,False,"{'e': 0.22763768838381274, 'a': 0.5}",25,17,-29.30930969770722,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
149,False,"{'e': 0.22537265553943872, 'a': 0.5}",20,8,15.190927336625812,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
150,False,"{'e': 0.22313016014842982, 'a': 0.5}",20,13,3.5275970003414634,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
151,False,"{'e': 0.2209099779593782, 'a': 0.5}",20,0,6.878653507100672,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
152,False,"{'e': 0.21871188695221475, 'a': 0.5}",25,9,-55.41570836375998,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
153,False,"{'e': 0.21653566731600707, 'a': 0.5}",25,14,3.0552192940244796,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
154,False,"{'e': 0.21438110142697794, 'a': 0.5}",25,11,14.498077737123602,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'e': 0.21224797382674304, 'a': 0.5}",30,12,-18.695821747121833,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
156,False,"{'e': 0.21013607120076472, 'a': 0.5}",20,12,-0.07949158423606861,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
157,False,"{'e': 0.20804518235702046, 'a': 0.5}",30,8,29.4746038510958,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
158,False,"{'e': 0.20597509820488344, 'a': 0.5}",25,7,-85.26187399817853,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 2}",1
159,False,"{'e': 0.20392561173421342, 'a': 0.5}",30,20,9.719480347840213,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
160,False,"{'e': 0.20189651799465538, 'a': 0.5}",20,0,31.18965408871811,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
161,False,"{'e': 0.1998876140751445, 'a': 0.5}",30,9,-31.930880615590905,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 1}",1
162,False,"{'e': 0.19789869908361465, 'a': 0.5}",25,13,20.662109333014573,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'e': 0.19592957412690934, 'a': 0.5}",25,18,15.900520601209386,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'e': 0.19398004229089189, 'a': 0.5}",20,0,-14.166064833472445,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
165,False,"{'e': 0.19204990862075408, 'a': 0.5}",25,11,-7.317429383708273,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
166,False,"{'e': 0.1901389801015205, 'a': 0.5}",20,11,9.799752658218322,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
167,False,"{'e': 0.1882470656387468, 'a': 0.5}",25,2,40.53066734998603,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'e': 0.18637397603940997, 'a': 0.5}",35,13,-20.418218579665485,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
169,False,"{'e': 0.18451952399298926, 'a': 0.5}",20,0,-5.688753513098744,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
170,False,"{'e': 0.18268352405273466, 'a': 0.5}",25,15,12.686181487379407,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
171,False,"{'e': 0.1808657926171221, 'a': 0.5}",20,8,-29.331777428176963,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
172,False,"{'e': 0.17906614791149322, 'a': 0.5}",30,10,24.764404188906607,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
173,False,"{'e': 0.17728440996987782, 'a': 0.5}",20,15,9.090241351393253,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'e': 0.17552040061699686, 'a': 0.5}",25,17,14.045724994598363,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'e': 0.17377394345044514, 'a': 0.5}",25,11,16.143535449902007,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
176,False,"{'e': 0.17204486382305054, 'a': 0.5}",20,3,34.373843855863726,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'e': 0.17033298882540943, 'a': 0.5}",20,14,11.532216128414634,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'e': 0.1686381472685955, 'a': 0.5}",20,7,20.75201162891507,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'e': 0.1669601696670407, 'a': 0.5}",20,7,-15.867726899710737,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
180,False,"{'e': 0.16529888822158653, 'a': 0.5}",35,25,19.136446814252952,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'e': 0.16365413680270405, 'a': 0.5}",30,18,23.9001030269443,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'e': 0.16202575093388075, 'a': 0.5}",20,0,31.923128064732808,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
183,False,"{'e': 0.16041356777517274, 'a': 0.5}",25,1,-0.34534322755394653,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
184,False,"{'e': 0.15881742610692068, 'a': 0.5}",20,0,38.21294916834601,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
